id,Date,Open,High,Low,Close,AdjClose,Volume,name
1828,08-10-2018,226.509003,230.764999,224.557007,229.255005,229.255005,1470740000,ethereum
1829,09-10-2018,229.710007,230.160995,226.401001,227.981995,227.981995,1405130000,ethereum
1830,10-10-2018,227.615005,227.707001,224.494995,225.768997,225.768997,1384040000,ethereum
1831,11-10-2018,225.610001,225.610001,189.283005,189.498993,189.498993,2167620000,ethereum
1832,12-10-2018,188.707001,199.401001,188.707001,196.727005,196.727005,1487900000,ethereum
1833,13-10-2018,196.363998,201.279007,196.363998,199.841003,199.841003,1167610000,ethereum
1834,14-10-2018,199.690994,201.826996,195.242996,195.714996,195.714996,1169260000,ethereum
1835,15-10-2018,195.270004,222.117996,194.158997,209.703995,209.703995,2865830000,ethereum
1836,16-10-2018,209.628006,212.173004,207.983994,210.119995,210.119995,1532280000,ethereum
1837,17-10-2018,210.216995,211.125,205.927994,207.082993,207.082993,1444130000,ethereum
1838,18-10-2018,207.404007,208.470001,201.742996,203.352005,203.352005,1365860000,ethereum
1839,19-10-2018,203.257004,204.662994,201.843994,203.727005,203.727005,1264480000,ethereum
1840,20-10-2018,203.514999,206.222,203.085007,205.429993,205.429993,1238780000,ethereum
1841,21-10-2018,205.389999,208.154999,204.621002,205.141998,205.141998,1190300000,ethereum
1842,22-10-2018,205.173996,206.932007,203.376999,204.044006,204.044006,1328980000,ethereum
1843,23-10-2018,204.016006,205.151001,201.910995,204.335999,204.335999,1237490000,ethereum
1844,24-10-2018,204.126999,205.580994,203.354004,203.852005,203.852005,1102220000,ethereum
1845,25-10-2018,203.867996,204.132004,201.822998,202.718994,202.718994,1102900000,ethereum
1846,26-10-2018,202.335999,204.779999,201.550995,203.328995,203.328995,1161310000,ethereum
1847,27-10-2018,203.356003,206.082001,203.126007,204.210007,204.210007,1084810000,ethereum
1848,28-10-2018,204.509995,205.919006,203.522995,205.365997,205.365997,1139140000,ethereum
1849,29-10-2018,205.173996,205.597,195.733994,197.246994,197.246994,1517230000,ethereum
1850,30-10-2018,197.203003,198.121994,196.350998,197.556,197.556,1363500000,ethereum
1851,31-10-2018,197.649002,198.337997,196.531006,197.380997,197.380997,1442380000,ethereum
1852,01-11-2018,197.537003,203.753998,197.328003,198.871994,198.871994,1336700000,ethereum
1853,02-11-2018,198.981995,201.268997,198.755005,200.634995,200.634995,1451870000,ethereum
1854,03-11-2018,200.740005,200.740005,199.524994,200.186005,200.186005,1307150000,ethereum
1855,04-11-2018,200.158005,211.272003,198.985992,207.485992,207.485992,1749300000,ethereum
1856,05-11-2018,207.100006,210.819,206.572998,209.091003,209.091003,1613510000,ethereum
1857,06-11-2018,209.473999,218.451996,207.893997,218.451996,218.451996,1856940000,ethereum
1858,07-11-2018,218.899002,221.651993,216.796005,217.182999,217.182999,1927830000,ethereum
1859,08-11-2018,217.326996,218.337997,212.199005,212.231003,212.231003,1769080000,ethereum
1860,09-11-2018,211.987,213.315994,209.514999,210.074005,210.074005,1554750000,ethereum
1861,10-11-2018,209.975006,213.856995,209.804993,212.533005,212.533005,1377760000,ethereum
1862,11-11-2018,212.479004,212.998993,208.867996,211.339996,211.339996,1501600000,ethereum
1863,12-11-2018,211.513,212.623001,208.923996,210.417999,210.417999,1452380000,ethereum
1864,13-11-2018,210.149002,210.514999,206.134995,206.826004,206.826004,1610260000,ethereum
1865,14-11-2018,206.533997,207.044998,174.084,181.397003,181.397003,2595330000,ethereum
1866,15-11-2018,181.899002,184.251007,170.188995,180.806,180.806,2638410000,ethereum
1867,16-11-2018,180.865005,181.350006,173.126007,175.177002,175.177002,2015330000,ethereum
1868,17-11-2018,175.360001,175.850998,172.869003,174.001007,174.001007,1832800000,ethereum
1869,18-11-2018,174.175003,179.151993,174.175003,177.067001,177.067001,1810920000,ethereum
1870,19-11-2018,177.179001,177.179001,147.850998,149.175003,149.175003,2745160000,ethereum
1871,20-11-2018,148.811005,151.253006,126.360001,130.339005,130.339005,3134410000,ethereum
1872,21-11-2018,131.141998,138.889999,125.758003,136.701004,136.701004,2685930000,ethereum
1873,22-11-2018,136.811005,137.740005,126.706001,126.706001,126.706001,1792150000,ethereum
1874,23-11-2018,126.418999,127.028,119.558998,123.295998,123.295998,1998010000,ethereum
1875,24-11-2018,123.304001,126.788002,110.824997,113.494003,113.494003,1800960000,ethereum
1876,25-11-2018,113.125999,118.880997,101.769997,116.449997,116.449997,2466750000,ethereum
1877,26-11-2018,116.343002,118.200996,104.892998,108.334999,108.334999,2139490000,ethereum
1878,27-11-2018,107.913002,111.842003,102.452003,110.010002,110.010002,2320010000,ethereum
1879,28-11-2018,110.197998,126.047997,110.197998,122.438004,122.438004,2673470000,ethereum
1880,29-11-2018,122.72155,123.229721,115.297691,117.542648,117.542648,2196099151,ethereum
