id,Security_Code,Security_Id,Security_Name
548,532782,SUTLEJTEX,SUTLEJ TEXTILES INDUSTRIES
549,519604,SURFI,SURYO FOODS INDUSTRIES
550,514140,SURYVANSP,SURYAVANSHI SPINNING MILLS
551,514138,SURYALA,SURYALATA SPINNING MILLS
552,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS
553,511185,SURYAKR,SURYAKRIPA FINANCE
554,532874,SURYACHAKRA,SURYACHAKRA POWER CORPORATION
555,533101,SURYAAMBA,SURYAAMBA SPINNING MILLS
556,500336,SURYAROSNI,SURYA ROSHNI
557,539253,SURYAINDIA,Surya India 
558,514260,SURBHIN,SURBHI INDUSTRIES
559,543218,SBGLP,Suratwwala Business Group 
560,530185,SURATEX,SURAT TEXTILE MILLS
561,517530,SURANATP,Surana Telecom And Power 
562,533298,SURANASOL,Surana Solar 
563,518075,SURAJ,SURAJ PRODUCTS
564,531638,SURAJLTD,SURAJ
565,534733,SUPREMEX,Supremex Shine Steels 
566,500405,SUPPETRO,SUPREME PETROCHEM
567,532904,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA
568,509930,SUPREMEIND,SUPREME INDUSTRIES
569,530677,SUPREME,SUPREME HOLDINGS HOSPITALITY INDIA
570,532509,SUPRAJIT,SUPRAJIT ENGINEERING
571,511539,SUPRATRE,Supra Trends 
572,540168,SUPRAP,Supra Pacific Management Consultancy 
573,526133,SUPERTEX,SUPERTEX INDUSTRIES
574,541701,SUPERSHAKT,Supershakti Metaliks 
575,780008,SUPERNOVA,Supernova Advertising 
576,519234,SIEL,Superior Industrial Enterprises 
577,539835,SUPERIOR,Superior Finlease 
578,523283,SUPERHOUSE,SUPERHOUSE
579,532070,SUPRBPA,SUPERB PAPERS
580,523842,SUPTANERY,Super Tannery 
581,521180,SUPERSPIN,SUPER SPINNING MILLS
582,512527,SUPER,SUPER SALES INDIA
583,540269,SKL,Super Fine Knitters 
584,530883,SUCROSA,SUPER CROP SAFE
585,530735,SUPERBAK,SUPER BAKERS INDIA
586,512179,SUNTECK,SUNTECK REALTY
587,539574,SCL,Sunshine Capital 
588,530845,SUNSHIEL,SUNSHIELD CHEMICALS
589,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS
590,523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS
591,521232,SUNILTX,SUNIL INDUSTRIES
592,537253,SUNLOC,Sunil Healthcare 
593,530953,SUNILAGR,SUNIL AGRO FOODS
594,541799,SMEL,Sungold Media and Entertainment 
595,531433,SUNGOLD,SUNGOLD CAPITAL
596,500404,SUNFLAG,SUNFLAG IRON STEEL CO
597,531260,SUNEDISON,Sunedison Infrastructure 
598,500403,SUNDRMFAST,SUNDRAM FASTENERS
599,520056,SUNCLAYLTD,SUNDARAMCLAYTON
600,533166,SUNDARAM,SUNDARAM MULTI PAP
601,590071,SUNDARMFIN,SUNDARAM FINANCE
602,590072,SUNDRMBRAK,SUNDARAM BRAKE LININGS
603,530795,SUNCITYSY,SUNCITY SYNTHETICS
604,539526,SCTL,Suncare Traders 
605,532733,SUNTV,SUN TV NETWORK
606,531752,SUNTECHNO,SUN TECHNO OVERSEAS
607,542025,SUNRETAIL,Sun Retail 
608,524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES
609,532872,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY
610,532154,SUNSHINE,SUN AND SHINE WORLDWIDE
611,533306,SUMMITSEC,SUMMIT SECURITIES
612,542920,SUMICHEM,Sumitomo Chemical India 
613,530445,SUMERUIND,SUMERU INDUSTRIES
614,514211,SUMEETINDS,SUMEET INDUSTRIES
615,530419,SUMEDHA,SUMEDHA FISCAL SERVICES
616,508969,SULABEN,SULABH ENGINEERS SERVICES
617,524542,SUKHJITS,SUKHJIT STARCH CHEMICALS
618,517224,SUJANAUNI,SUJANA UNIVERSAL INDUSTRIES
619,539117,SUJALA,Sujala Trading Holdings 
620,511654,SUGALDAM,SUGAL DAMANI SHARE BROKERS
621,540318,SUERYAAKNI,Sueryaa Knitwear 
622,521113,SUDTINDB,SUDITI INDUSTRIES
623,506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES
624,506003,SUDAI,SUDAL INDUSTRIES
625,538714,SUCHITRA,Suchitra Finance Trading Company 
626,517168,SUBROS,SUBROS
627,530231,SUBSM,SUBHASH SILK MILLS
628,532348,SUBEX,SUBEX
629,526951,STYLAMIND,Stylam Industries 
630,530611,STURDY,STURDY INDUSTRIES
631,532531,STAR,Strides Pharma Science 
632,530495,STRATMONT,Stratmont Industries 
633,504959,STOVACQ,STOVEC INDUSTRIES
634,532730,SGL,STL GLOBAL
635,532374,STLTECH,STERLITE TECHNOLOGIES
636,530759,STERTOOLS,STERLING TOOLS
637,508963,STRLGUA,STERLING GUARANTY FINANCE
638,526500,STRGRENWO,STERLING GREEN WOODS
639,542760,SWSOLAR,Sterling and Wilson Solar 
640,512215,STEPHANOTIS,Stephanotis Finance 
641,531509,STEP2COR,STEP TWO CORPORATION
642,536738,STELLAR,Stellar Capital Services 
643,533316,STEL,STEL Holdings 
644,513517,STEELCAS,STEELCAST
645,513262,SSWL,STEEL STRIPS WHEELS
646,513173,STLSTRINF,STEEL STRIPS INFRASTRUCTURES
647,504717,STRIPMT,STEEL STRIPS
648,534748,STEELXIND,STEEL EXCHANGE INDIA
649,500113,SAIL,STEEL AUTHORITY OF INDIA
650,512531,STCINDIA,STATE TRADING CORPORATION OF INDIA
651,500112,SBIN,STATE BANK OF INDIA
652,512381,STARTECK,Starteck Finance 
653,520155,STARLOG,Starlog Enterprises 
654,517548,STARLITE,STARLITE COMPONENTS
655,538733,STARLIT,Starlit Power Systems 
656,540492,STARLENT,Starlineps Enterprises 
657,531616,STARCOM,Starcom Information Technology 
658,516022,STARPAPER,STAR PAPER MILLS
659,539255,STARDELTA,Star Delta Transformers 
660,540575,STARCEMENT,Star Cement 
661,506105,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE
662,530931,STANPACK,STANPACKS INDIA
663,526231,STDSFAC,STANDARD SURFACTANTS
664,523351,STDSHOE,STANDARD SHOE SOLE AND MOULD INDIA
665,530017,SIL,STANDARD INDUSTRIES
666,511700,STANCAP,STANDARD CAPITAL MARKETS
667,504180,STDBAT,STANDARD BATTERIES
668,570005,SCAPDVR,Stampede Capital  DVR
669,514197,STCORP,ST CORPORATION
670,539026,SSPNFIN,SSPN Finance 
671,530821,SSPDL,SSPDL
672,517273,SSPOWER,SS POWER SWITCHGEAR
673,540914,SRUSTEELS,SRU Steels 
674,523222,SRMENERGY,SRM ENERGY
675,513515,SRIND,SRINDUSTRIES
676,513605,SRIPIPES,Srikalahasthi Pipes 
677,521178,SRMCL,SRI RAMAKRISHNA MILLS COIMBATORE
678,521234,SRINACHA,SRI NACHAMMAI COTTON MILLS
679,521161,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES ARNI
680,539363,SKC,Sri Krishna Constructions India 
681,514442,SRIKPRIND,SRI KPR INDUSTRIES
682,531322,HAVISHA,Sri Havisha Hospitality And Infrastructure 
683,538863,AMARNATH,Sri Amarnath Finance 
684,534680,SRGHFL,SRG HOUSING FINANCE
685,503806,SRF,SRF
686,539217,SRESTHA,Srestha Finvest 
687,523756,SREINFRA,SREI INFRASTRUCTURE FINANCE
688,535601,SREEL*,SREELEATHERS
689,514248,SRECR,SREECHEM RESINS
690,532842,SRHHYPOLTD,SREE RAYALASEEMA HISTRENGTH HYPO
691,530037,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN
692,526532,SFPIL,Square Four Projects India 
693,512221,SPVGLOBAL,SPV Global Trading 
694,530177,SPSINT,SPS INTERNATIONAL
695,538402,SPS,SPS Finquest 
696,540079,SPRAYKING,Sprayking Agro Equipment 
697,539221,SPORTKING,Sportking India 
698,500402,SPMLINFRA,SPML Infra 
699,513414,SMPL,Splendid Metal Products 
700,532651,SPLIL,SPL INDUSTRIES
701,540084,SPICY,Spicy Entertainment and Media 
702,500285,SPICEJET,SPICEJET
703,526827,SPICEISL,SPICE ISLANDS APPARELS
704,521082,SPENTEX,SPENTEX INDUSTRIES
705,526161,SPENTA,SPENTA INTERNATIONAL
706,542337,SPENCER,Spencers Retail 
707,517166,SPELS,SPEL SEMICONDUCTOR
708,512291,ZSPEEDCO,SPEEDAGE COMMERCIALS
709,512153,SPECMKT,SPECULAR MARKETING FINANCING
710,531982,SPECFOOD,SPECTRUM FOODS
711,513687,SPECTRA,SPECTRA INDUSTRIES
712,534425,SPECIALITY,SPECIALITY RESTAURANTS
713,540211,SIFL,Sparkling India Finshares 
714,531370,SPARCSYS,SPARC SYSTEMS
715,542759,SPANDANA,Spandana Sphoorty Financial 
716,524727,SDL,Span Divergent 
717,538920,SPACEAGE,Spaceage Products 
718,541890,SPACEINCUBA,Space Incubatrics Technologies 
719,542376,SPACAPS,SPA Capital Services 
720,530289,SPCAPIT,SP CAPITAL FINANCING
721,540048,SPAL,SP Apparels 
722,523826,SOVERDIA,SOVEREIGN DIAMONDS
723,590030,SPIC,SOUTHERN PETROCHEMICALS
724,513498,SOUTHMG,SOUTHERN MAGNESIUM CHEMICALS
725,514454,SOUTLAT,SOUTHERN LATEX
726,540174,SOUTHERNIN,Southern Infosys 
727,509910,ZSOUTGAS,SOUTHERN GAS
728,532218,SOUTHBANK,SOUTH INDIAN BANK
729,516108,STHINPA,SOUTH INDIA PAPER MILLS
730,526477,SAENTER,SOUTH ASIAN ENTERPRISES
731,531398,SOURCENTRL,SOURCE NATURAL FOODS HERBAL SUPPL
732,521036,SOURCEIND,SOURCE INDUSTRIES INDIA
733,532679,SORILINFRA,SORIL Infra Resources 
734,541633,STRAEXPO,Sophia Traexpo 
735,539378,SML,Soni Medicare 
736,532221,SONATSOFTW,SONATA SOFTWARE
737,538943,SONAL,Sonal Mercantile 
738,526901,SONALAD,SONAL ADHESIVES
739,533001,SOMICONV,SOMI CONVEYOR BELTINGS
740,542905,SHIL,Somany Home Innovation 
741,531548,SOMANYCERA,SOMANY CERAMICS
742,521034,SOMATEX,SOMA TEXTILES INDUSTRIES
743,507514,SDBL,SOM DISTILLERIES BREWERIES
744,511571,SODFC,SOM DATT FINANCE CORPORATION
745,522152,SOLIMAC,SOLITAIRE MACHINE TOOLS
746,513699,SOLIDSTON,SOLID STONE COMPANY
747,502460,SOLIDCO,SOLID CONTAINERS
748,541540,SOLARA,Solara Active Pharma Sciences 
749,532725,SOLARINDS,SOLAR INDUSTRIES INDIA
750,532344,SOFTSOL,SOFTSOL INDIA
751,504375,SOFTBPO,SOFTBPO GLOBAL SERVICES
752,538923,SOFCOM,Sofcom Systems 
753,512014,SOBME,SOBHAGYA MERCHANTILE
754,532784,SOBHA,Sobha 
755,538635,SNOWMAN,Snowman Logistics 
756,505827,SNL,SNL BEARINGS
757,532815,SMSPHARMA,SMS PHARMACEUTICALS
758,540679,SMSLIFE,SMS Lifesciences India 
759,540686,SMRUTHIORG,Smruthi Organics 
760,505192,SMLISUZU,SML ISUZU 
761,513418,SMFIL,Smiths Founders India 
762,508905,SMIFS,SMIFS CAPITAL MARKETS
763,532138,SMCREDT,SMC CREDITS
764,532419,SMARTLINK,Smartlink Holdings 
765,539494,SMARTFIN,Smart Finsec 
766,543065,SMAUTO,SM Auto Stamping 
767,538919,SKILVEN,Skyline Ventures India 
768,505650,SKYLMILAR,SKYLINE MILLARS
769,526479,SKYIND,SKY INDUSTRIES
770,541967,SKYGOLD,Sky Gold 
771,531169,SKPSEC,SKP SECURITIES
772,532143,SKMEGGPROD,SKM EGG PRODUCTS EXPORT INDIA
773,538562,SKIPPER,Skipper 
774,539861,SKIL,SKIL Infrastructure 
775,500472,SKFINDIA,SKF India 
776,542728,SKIEL,SK International Export 
777,533206,SJVN,SJVN 
778,504398,SJCORP,SJ CORPORATION
779,503811,SIYSIL,SIYARAM SILK MILLS
780,532795,SITINET,Siti Networks 
781,512589,SITAENT,SITA ENTERPRISES
782,538667,SIROHIA,Sirohia Sons 
783,532879,SSLEL,SIR SHADI LAL ENTERPRISES
784,523164,SIPIND,SIP INDUSTRIES
785,540653,SINTEXPLAST,Sintex Plastics Technology 
786,502742,SINTEX,SINTEX INDUSTRIES
787,509887,SINNAR,SINNAR BIDI UDYOG
788,505729,SINGER,SINGER INDIA
789,505504,SINDUVA,SINDU VALLEY TECHNOLOGIES
790,532029,SINDHUTRAD,Sindhu Trade Links 
791,523023,SINCLAIR,SINCLAIRS HOTELS
792,519566,SIMRAN,SIMRAN FARMS
793,503229,SIMPLXREA,SIMPLEX REALTY
794,533019,SIMPLXPAP,SIMPLEX PAPERS
795,533018,SIMPLXMIL,SIMPLEX MILLS COMPANY
796,523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES
797,513472,SIMPLEXCAS,SIMPLEX CASTINGS
798,507998,SIMMOND,SIMMONDS MARSHALL
799,539742,SIMBHALS,Simbhaoli Sugars 
800,531635,SILVOAK,SILVER OAK INDIA
801,512197,SILVERO,SILVER OAK COMMERCIAL
802,521194,SILINV,SIL INVESTMENTS
803,524642,SIKOZY,Sikozy Realtors 
804,523606,SIKA,SIKA INTERPLANT SYSTEMS
805,512131,SIGNETIND,Signet Industries 
806,500550,SIEMENS,SIEMENS
807,532217,SIELFNS,SIEL FINANCIAL SERVICES
808,530439,SIDDHA,SIDDHA VENTURES
809,520086,SICAL,SICAL LOGISTICS
810,533014,SICAGEN,SICAGEN INDIA
811,520141,SIBARAUT,SIBAR AUTO PARTS
812,530907,SICAPIT,SI CAPITAL FINANCIAL SERVICES
813,505515,SHYMINV,SHYAMKAMAL INVESTMENTS
814,517411,SHYAMTEL,SHYAM TELECOM
815,539252,SCFL,Shyam Century Ferrous 
816,524632,SHUKRAPHAR,Shukra Pharmaceuticals 
817,523790,SHUKJEW,SHUKRA JEWELLERS
818,531506,SKRABUL,SHUKRA BULLIONS
819,542019,SHUBHAM,Shubham Polyspin 
820,511411,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION
821,511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO
822,532945,SHRIRAMEPC,SHRIRAM EPC
823,532498,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE
824,531359,SRAMSET,SHRIRAM ASSET MANAGEMENT CO
825,508961,SHRICON,SHRICON INDUSTRIES
826,538897,SHRINIWAS,Shri Niwas Leasing And Finance 
827,531080,SHRIKRISH,SHRI KRISHNA DEVCON
828,530977,SKCIL,Shri Keshav Cements And Infra 
829,532083,SHKALYN,SHRI KALYAN HOLDINGS
830,512453,SHRJAGP,SHRI JAGDAMBA POLYMERS
831,503804,SHRIDINE,SHRI DINESH MILLS
832,530841,SHRIBCL,Shri Bholanath Carpets 
833,526981,SHBAJRG,Shri Bajrang Alliance 
834,520151,SHREYAS,SHREYAS SHIPPING LOGISTICS
835,526335,SHREYASI,SHREYAS INTERMEDIATES
836,516016,SHREYANIND,SHREYANS INDUSTRIES
837,532007,SHVFL,SHREEVATSAA FINANCE LEASING
838,541112,SHREESHAY,Shreeshay Engineers 
839,503696,SHRENTI,SHREENATH INVESTMENTS CO
840,540738,STL,Shreeji Translogistics 
841,541358,SHWL,Shree Worstex 
842,513488,SSWRL,SHREE STEEL WIRE ROPES
843,538975,SHREESEC,Shree Securities 
844,503635,SALSAIN,SHREE SALASAR INVESTMENT
845,532670,RENUKA,SHREE RENUKA SUGARS
846,500356,RAMANEWS,SHREE RAMA NEWSPRINT
847,532310,SHREERAMA,SHREE RAMA MULTITECH
848,516086,SRPML,SHREE RAJESHWARANAND PAPER MILLS
849,503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX
850,539334,SHREEPUSHK,Shree Pushkar Chemicals Fertilisers 
851,533110,SPSL,SHREE PRECOATED STEELS
852,527005,SHREEPAC,SHREE PACETRONIX
853,506180,SRIOMTR,SHREE OM TRADES
854,540253,SNTCL,Shree Nidhi Trading Co 
855,531962,SHREMETAL,SHREE METALLOYS
856,503863,SHRMFGC,SHREE MANUFACTURING CO
857,500388,SKPMIL,SHREE KRISHNA PAPER MILLS INDUSTRIES
858,542146,SKIFL,Shree Krishna Infrastructure 
859,516106,SHKARTP,SHREE KARTHIK PAPERS
860,524336,SHHARICH,SHREE HARI CHEMICALS EXPORT
861,512463,SHRGLTR,SHREE GLOBAL TRADEFIN
862,540737,SGRL,Shree Ganesh Remedies 
863,530797,SHGANEL,SHREE GANESH ELASTOPLAST
864,539470,SHREEGANES,Shree Ganesh Biotech India 
865,502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO
866,500387,SHREECEM,SHREE CEMENT
867,502563,SHBHAWPA,SHREE BHAWANI PAPER MILLS
868,521131,SBFL,Shree Bhavya Fabrics 
869,538795,SAPPL,Shree Ajit Pulp And Paper 
870,532638,SHOPERSTOP,SHOPPERS STOP
871,539833,SICLTD,Shivom Investment Consultancy 
872,539683,SHIVKAMAL,Shivkamal Impex 
873,539593,SHIVA,Shivansh Finserve 
874,532776,SHIVAMAUTO,SHIVAM AUTOTECH
875,539148,SHIVALIK,Shivalik Rasayan 
876,513097,SHBCLQ,SHIVALIK BIMETAL CONTROLS
877,522237,SHIVAGR,SHIVAGRICO IMPLEMENTS
878,511108,SHIVTEX,SHIVA TEXYARN
879,521003,SHVSUIT,SHIVA SUITINGS
880,540961,SHIVAMILLS,Shiva Mills 
881,540072,SHIVAEXPO,Shiva Granito Export 
882,530433,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES
883,532323,SHIVACEM,SHIVA CEMENT
884,540693,SHISHIND,Shish Industries 
885,512289,SHIRPURG,SHIRPUR GOLD REFINERY
886,523598,SCI,SHIPPING CORPORATION OF INDIA
887,543244,SHINEFASH,Shine Fashions India 
888,530549,SHILPAMED,SHILPA MEDICARE
889,513709,SHILGRAVQ,SHILP GRAVURES
890,531201,SHILCTECH,SHILCHAR TECHNOLOGIES
891,507952,SHIKHARLETR,SHIKHAR LEASING TRADING
892,526137,SHETR,SHETRON
893,539111,SHESHAINDS,Sheshadri Industries 
894,526117,SHERVANI,SHERVANI INDUSTRIAL SYNDICATE
895,512367,ZSHERAPR,SHERATON PROPERTIES FINANCE
896,538685,SHEMAROO,Shemaroo Entertainment 
897,526839,SIPL,SHELTER INFRA PROJECTS
898,530525,SHEETAL,SHEETAL DIAMONDS
899,540757,SCPL,Sheetal Cool Products 
900,540203,SFL,Sheela Foam 
901,540147,SHASHIJIT,Shashijit Infraprojects 
902,540221,SHASHANK,Shashank Traders 
903,538212,SHARPINV,Sharp Investments 
904,523449,SHARP,SHARP INDIA
905,540786,SHARIKA,Sharika Enterprises 
906,540725,SISL,Share India Securities 
907,512393,SHARDUL,SHARDUL SECURITIES
908,535602,SHARDA,Sharda Motor Industries 
909,513548,SHRDAIS,SHARDA ISPAT
910,538666,SHARDACROP,Sharda Cropchem 
911,519397,SHINDL,SHARAT INDUSTRIES
912,539584,SIPTL,Sharanam Infraproject and Trading 
913,514402,SHARDFI,SHARAD FIBRES YARN PROCESSORS
914,539921,SEIL,Shanti Educational Initiatives 
915,522034,SHANTIGEAR,SHANTHI GEARS
916,531925,SHAQUAK,SHANTANU SHEOREY AQUAKULT
917,512297,SHANTAI,Shantai Industries 
918,540425,SHANKARA,Shankara Building Products 
919,542232,SRD,Shankar Lal Rampal DyeChem 
920,540259,SHANGAR,Shangar Decor 
921,532455,SHALIWIR,SHALIMAR WIRES INDUSTRIES
922,512499,SHALPRO,SHALIMAR PRODUCTIONS
923,509874,SHALPAINTS,SHALIMAR PAINTS
924,539895,SAGL,Shalimar Agencies 
925,511754,SAHLIBHFI,SHALIBHADRA FINANCE
926,540797,SHALBY,Shalby 
927,531431,SHAKTIPUMP,SHAKTI PUMPS INDIA
928,501423,SHAILY,SHAILY ENGINEERING PLASTICS
929,542862,SHAHLON,Shahlon Silk Industries 
930,519031,SHAHFOOD,SHAH FOODS
931,509870,SHAHCON,SHAH CONSTRUCTION CO
932,513436,SHAHALLOYS,SHAH ALLOYS
933,531812,SGNTE,SGN TELECOMS
934,532993,SEZAL,Sezal Glass 
935,524324,SEYAIND,SEYA INDUSTRIES
936,511760,SEVENHILL,Seven Hill Industries 
937,533605,SETUINFRA,Setubandhan Infrastructure 
938,505075,SETCO,SETCO AUTOMOTIVE
939,502450,SESHAPAPER,SESHASAYEE PAPER BOARDS
940,531944,SERVOTEACH,Servoteach Industries 
941,512529,SEQUENT,SEQUENT SCIENTIFIC
942,531980,SENINFO,Senthil Infotek 
943,538875,SELLWIN,Sellwin Traders 
944,530075,SELAN,SELAN EXPLORATION TECHNOLOGY
945,532886,SELMCL,SEL MANUFACTURING COMPANY
946,540673,SIS,Security and Intelligence Services India 
947,543234,SECMARK,SecMark Consultancy 
948,514264,SEASONST,SEASONS TEXTILES
949,521182,SEASONF,SEASONS FURNISHINGS
950,526807,SEAMECLTD,SEAMEC
951,542753,SEACOAST,Seacoast Shipping Services 
952,533268,SEATV,SEA TV NETWORK
953,530361,SEAGOLD,SEA GOLD AQUA FARMS
954,534598,SEPOWER,SE POWER
955,535647,SDC,SDC Techmedia 
956,505141,SCOOTER,SCOOTERS INDIA
957,534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE
958,505790,SCHAEFFLER,Schaeffler India 
959,507894,SCHABLON,SCHABLONA INDIA
960,526544,SCANPGEOM,SCANPOINT GEOMATICS
961,516110,SCANDENT,Scandent Imaging 
962,511672,SCANSTL,Scan Steels 
963,531797,SCANPRO,SCAN PROJECTS
964,526081,SCAGRO,SC Agrotech 
965,535276,SBISENSEX,SBI Mutual Fund SBI Sensex ETF
966,539031,SETFBSE100,SBI Mutual Fund SBI ETF BSE 100
967,540719,SBILIFE,SBI Life Insurance Company 
968,541972,SETFSN50,SBI ETF SENSEX NEXT 50
969,543066,SBICARD,SBI Cards and Payment Services 
970,517360,SBECSYS,SBEC SYSTEMS INDIA
971,532102,SBECSUG,SBEC SUGAR
972,542725,SBC,SBC Exports 
973,540728,SAYAJIIND,Sayaji Industries 
974,523710,SAYAJIHOTL,SAYAJI HOTELS
975,531893,SAWABUSI,SAWACA BUSINESS MACHINES
976,524667,SOTL,SAVITA OIL TECHNOLOGIES
977,512634,SAVERA,SAVERA INDUSTRIES
978,532404,7TEC,SAVEN TECHNOLOGIES
979,517320,SAVINFOCO,SAVANT INFOCOMM
980,511577,SAVFI,SAVANI FINANCIALS
981,502175,SAURASHCEM,SAURASHTRA CEMENT
982,539218,SAUMYA,Saumya Consultants 
983,503893,ZSATYASL,SATYAM SILK MILLS
984,508996,SATRAPROP,SATRA PROPERTIES INDIA
985,539404,SATIN,Satin Creditcare Network 
986,539201,SATIA,Satia Industries 
987,511076,SATINDLTD,SAT INDUSTRIES
988,533259,SASTASUNDR,Sastasundar Ventures 
989,532663,SASKEN,Sasken Technologies 
990,506313,SASHWAT,Sashwat Technocrats 
991,539124,SARVOTTAM,Sarvottam Finvest 
992,506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO
993,514412,SARUPINDUS,SARUP INDUSTRIES
994,540393,SMLT,Sarthak Metals 
995,531930,SARTHAKIND,SARTHAK INDUSTRIES
996,530993,SARTHAKGL,SARTHAK GLOBAL
997,526885,SARLAPOLY,SARLA PERFORMANCE FIBERS
998,532163,SAREGAMA,SAREGAMA INDIA
999,519242,SRDAPRT,SARDA PROTEINS
1000,516032,SARDAPPR,SARDA PAPERS
1001,504614,SARDAEN,SARDA ENERGY MINERALS
1002,512020,ZSARACOM,SARASWATI COMMERCIAL INDIA
1003,538992,SAPL,SAR Auto Products 
1004,519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES
1005,519260,SANWARIA,Sanwaria Consumer 
1006,530035,SANTOSHF,SANTOSH FINEFAB
1007,514280,SANTETX,SANRHEA TECHNICAL TEXTILES
1008,500674,SANOFI,Sanofi India 
1009,512062,ZSANMCOM,SANMITRA COMMERCIAL
1010,532435,SANINFRA,Sanmit Infra 
1011,532972,SANKHYAIN,SANKHYA INFOTECH
1012,530073,SANGHVIMOV,SANGHVI MOVERS
1013,533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING
1014,540782,SBRANDS,Sanghvi Brands 
1015,526521,SANGHIIND,SANGHI INDUSTRIES
1016,534618,SAREL,Sangam Renewables 
1017,514234,SANGAMIND,SANGAM INDIA
1018,516096,SANPA,SANGAL PAPERS
1019,504918,SANDUMA,SANDUR MANGANESE IRON ORES
1020,524703,SANDUPHQ,SANDU PHARMACEUTICALS
1021,541163,SANDHAR,Sandhar Technologies 
1022,526725,SANDESH,SANDESH
1023,523116,SANCTRN,SANCO TRANS
1024,521222,SANBLUE,SANBLUE CORPORATION
1025,509423,SEL,Sanathnagar Enterprises 
1026,530025,SAMYAKINT,SAMYAK INTERNATIONAL
1027,521206,SAMTEX,SAMTEX FASHIONS
1028,530125,SAMRATPH,SAMRAT PHARMACHEM
1029,543229,SAMRATFORG,Samrat Forgings 
1030,530617,SAMPRE,SAMPRE NUTRITIONS
1031,520075,SAMKRG,SAMKRG PISTONS RINGS
1032,511630,SAMBHAAV,SAMBHAAV MEDIA
1033,521240,SAMBANDAM,SAMBANDAM SPINNING MILLS
1034,532005,SAMINDUS,SAM INDUSTRIES
1035,517059,SALZER,SALZER ELECTRONICS
1036,532604,SALSTEEL,SALSTEEL
1037,500370,SALORAINTL,SALORA INTERNATIONAL
1038,590056,SALONACOT,SALONA COTSPIN
1039,526554,SALGUTI,SALGUTI INDUSTRIES
1040,540181,SALEM,Salem Erode Investments 
1041,540642,SALASAR,Salasar Techno Engineering 
1042,539353,SALAUTO,Sal Automotive 
1043,532713,SAKUMA,SAKUMA EXPORTS
1044,700028,SKSUGAR,Sakthi Sugars 
1045,507315,SAKHTISUG,SAKTHI SUGARS
1046,511066,SAKTHIFIN,SAKTHI FINANCE
1047,590051,SAKSOFT,SAKSOFT
1048,515043,SAINTGOBAIN,SAINTGOBAIN SEKURIT INDIA
1049,530265,SAINIK,SAINIK FINANCE INDUSTRIES
1050,530905,SAINDUS,SAI INDUSTRIES
1051,531931,SAICAPI,SAI CAPITAL
1052,538557,SAIBABA,Sai Baba Investment And Commercial Enterprises 
1053,532841,SAHYADRI,SAHYADRI INDUSTRIES
1054,503691,SAHARA,SAHARA ONE MEDIA ENTERTAINMENT
1055,511533,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION
1056,540143,SAGARSOFT,Sagarsoft India 
1057,511254,SAGARSYST,SAGAR SYSTECH
1058,507663,SAGRSOYB,SAGAR SOYA PRODUCTS
1059,532092,SAGARPROD,Sagar Productions 
1060,540715,SAGAR,Sagar Diamonds 
1061,502090,SAGCEM,SAGAR CEMENTS
1062,531436,SAFFRON,Saffron Industries 
1063,523025,SAFARIND,SAFARI INDUSTRIES INDIA
1064,540821,SADHNA,Sadhna Broadcast 
1065,506642,SADHNANIQ,SADHANA NITROCHEM
1066,539346,SADBHIN,Sadbhav Infrastructure Project 
1067,532710,SADBHAV,SADBHAV ENGINEERING
1068,531869,SACHEMT,SACHETA METALS
1069,540132,SIIL,Sabrimala Industries India 
1070,530461,SABOOSOD,SABOO SODIUM CHLORO
1071,530267,SABOOBR,SABOO BROTHERS
1072,539112,SAB,SAB Industries 
1073,540081,GOVNOW,SAB Events Governance Now Media 
1074,535621,SVGLOBAL,S V GLOBAL MILL
1075,536710,SRGSFL,S R G Securities Finance 
1076,542034,SMGOLD,S M Gold 
1077,710028,SKSYNFA,S Kumars Nationwide 
1078,700065,SKUMSYF,S Kumars Nationwide 
1079,700064,SKUMARF,S Kumars Nationwide 
1080,700063,SKUMSNB,S Kumars Nationwide 
1081,700062,SKSNFAB,S Kumars Nationwide 
1082,700061,SKSYNFB,S Kumars Nationwide 
