id,Security_Code,Security_Id,Security_Name
1083,700010,SKUMSYN,S Kumars Nationwide 
1084,539450,SHK,S H Kelkar and Company 
1085,540497,SCHAND,S Chand and Company 
1086,517035,RIR,RUTTONSHA INTERNATIONAL RECTIFIER
1087,533470,RUSHIL,RUSHIL DECOR
1088,533552,RUPA,RUPA COMPANY
1089,530449,RUNGTAIR,RUNGTA IRRIGATION
1090,539226,RUDRA,Rudra Global Infra Products 
1091,532785,RUCHIRA,RUCHIRA PAPERS
1092,500368,RUCHISOYA,RUCHI SOYA INDUSTRIES
1093,509020,RUCHINFRA,RUCHI INFRASTRUCTURE
1094,503169,RUBYMILLS,RUBY MILLS
1095,531099,RUBRAME,RUBRA MEDICAMENTS
1096,500367,RUBFILA,RUBFILA INTERNATIONAL
1097,531215,RTSPOWR,RTS POWER CORPORATION
1098,512565,RTEXPO,RTEXPORTS
1099,500350,RSWM,RSWM
1100,517447,RSSOFTWARE,RSSOFTWARE INDIA
1101,539875,RSDFIN,RSD Finance 
1102,530179,RSCINT,RSC INTERNATIONAL
1103,530917,RRSECUR,RRSECURITIES
1104,531307,RRIL,RRIL 
1105,531667,RRMETAL,RR MetalMakers India 
1106,533284,RPPINFRA,RPP INFRA PROJECTS
1107,532983,RPGLIFE,RPG LIFE SCIENCES
1108,526640,RAYALEMA,ROYALE MANOR HOTELS INDUSTRIES
1109,532699,ROHLTD,ROYAL ORCHID HOTELS
1110,512047,ROYALIND,Royal India Corporation 
1111,526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS
1112,543228,ROUTE,Route Mobile 
1113,539922,RGIL,Rotographics India 
1114,517500,ROTO,ROTO PUMPS
1115,533168,ROSSELLIND,ROSSELL INDIA
1116,543213,ROSSARI,Rossari Biotech 
1117,531324,ROSELABS,ROSELABS FINANCE
1118,542599,ROOPSHRI,Roopshri Resorts 
1119,530991,ROOPAIND,ROOPA INDUSTRIES
1120,542145,RONI,Roni Households 
1121,500366,ROLTA,ROLTA INDIA
1122,502448,ROLLT,ROLLATAINERS
1123,505807,ROLCOEN,ROLCON ENGINEERING CO
1124,532731,ROHITFERRO,ROHIT FERROTECH
1125,531822,RODIUM,Rodium Realty 
1126,543171,ROJL,RO Jewels 
1127,540358,RMC,RMC Switchgears 
1128,512618,RLF,RLF
1129,509845,RJSHAH,RJSHAH CO
1130,540843,RITHWIKFMS,Rithwik Facility Management Services 
1131,526407,RPIL,RITESH PROPERTIES INDUSTRIES
1132,519097,RITESHIN,RITESH INTERNATIONAL
1133,541556,RITES,RITES 
1134,542383,RITCO,Ritco Logistics 
1135,526492,RISHIROOP,Rishiroop 
1136,523021,RISHITECH,RISHI TECHTEX
1137,526861,RISHILASE,RISHI LASER
1138,531539,RISHDIGA,RISHABH DIGHA STEEL ALLIED PRODUCTS
1139,507508,RIGASUG,RIGA SUGAR COMPANY
1140,541151,RIDINGS,Ridings Consulting Engineers India 
1141,504365,RIDHISYN,RIDHI SYNTHETICS
1142,540082,RSTL,Riddhi Steel and Tube 
1143,524480,RIDDHI,RIDDHI SIDDHI GLUCO BIOLS
1144,540590,RIDDHICORP,Riddhi Corporate Services 
1145,520008,RICOAUTO,RICO AUTO INDUSTRIES
1146,519230,RICHIRICH,Richirich Inventures 
1147,539435,RFSL,Richfield Financial Services 
1148,532766,RICHAIND,RICHA INDUSTRIES
1149,531952,RIBATEX,RIBA TEXTILES
1150,539669,RGF,RGF Capital Markets 
1151,531888,REXNORD,REXNORD ELECTRONICS CONTROLS
1152,505368,REVATHI,REVATHI EQUIPMENT
1153,519191,RGRL,Retro Green Revolution 
1154,515085,RESTILE,RESTILE CERAMICS
1155,505509,RESPONIND,RESPONSIVE INDUSTRIES
1156,538273,RESPONSINF,Response Informatics 
1157,524218,RESONANCE,RESONANCE SPECIALTIES
1158,532687,REPRO,REPRO INDIA
1159,535322,REPCOHOME,REPCO HOME FINANCE
1160,532923,RGL,Renaissance Global 
1161,530919,REMSONSIND,REMSONS INDUSTRIES
1162,511149,REMITR,REMI SECURITIES
1163,504360,REMISIN,REMI SALES ENGINEERING
1164,505658,REMIPRO,REMI PROCESS PLANT MACHINERY
1165,512487,REMIELEK,Remi Elektrotechnik 
1166,513043,REMIEDEL,Remi Edelstahl Tubulars 
1167,539561,REMLIFE,Remedium Lifecare 
1168,532915,RELIGARE,RELIGARE ENTERPRISES
1169,539760,RELICAB,Relicab Cable Manufacturing 
1170,511712,RELICTEC,RELIC TECHNOLOGIES
1171,532939,RPOWER,RELIANCE POWER
1172,533107,RNAVAL,Reliance Naval and Engineering 
1173,500390,RELINFRA,RELIANCE INFRASTRUCTURE
1174,500325,RELIANCE,RELIANCE INDUSTRIES
1175,523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE
1176,540709,RELHOME,Reliance Home Finance 
1177,532712,RCOM,RELIANCE COMMUNICATIONS
1178,503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES
1179,500111,RELCAPITAL,RELIANCE CAPITAL
1180,532124,RELIABVEN,RELIABLE VENTURES INDIA
1181,530517,RELAXO,RELAXO FOOTWEARS
1182,512624,REGENTRP,Regent Enterprises 
1183,511585,REGTRUS,REGENCY TRUST
1184,540175,REGENCY,Regency Fincorp 
1185,530807,REGALIAA,REGALIAA REALTY
1186,531033,REGAL,REGAL ENTERTAINMENT CONSULTANTS
1187,530815,REFNOL,REFNOL RESINS CHEMICALS
1188,532884,REFEX,Refex Industries 
1189,532805,REDINGTON,REDINGTON INDIA
1190,523650,REDEXPR,REDEX PROTECH
1191,532955,RECLTD,REC 
1192,538611,RTFL,Real Touch Finance 
1193,513558,REALSTR,REAL STRIPS
1194,530053,REALECO,Real EcoEnergy 
1195,533285,RDBRIL,RDB REALTY INFRASTRUCTURE
1196,533608,RDBRL,RDB RASAYANS
1197,537254,RCIIND,RCI Industries Technologies 
1198,540065,RBLBANK,RBL Bank 
1199,538119,RNBDENIMS,RB Denims 
1200,500330,RAYMOND,RAYMOND
1201,541634,RAWEDGE,Raw Edge Industrial Solutions 
1202,504341,RELTD,Ravindra Energy 
1203,543251,RVHL,Ravinder Heights 
1204,526095,RALEGRA,RAVILEELA GRANITES
1205,533294,RKDL,RAVI KUMAR DISTILLERIES
1206,507300,RAVALSUGAR,RAVALGAON SUGAR FARM
1207,537840,RAUNAQEPC,Raunaq EPC International 
1208,533122,RTNPOWER,RattanIndia Power 
1209,534597,RTNINFRA,RattanIndia Infrastructure 
1210,520111,RATNAMANI,RATNAMANI METALS TUBES
1211,540796,RATNABHUMI,Ratnabhumi Developers 
1212,532918,RATHIBAR,RATHI BARS
1213,531233,RASIELEC,RASI ELECTRODES
1214,524230,RCF,RASHTRIYA CHEMICALS FERTILIZERS
1215,522207,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA
1216,507966,RASRESOR,RAS RESORTS APART HOTELS
1217,501351,RAPIDIN,RAPID INVESTMENTS
1218,500360,RAPICUT,RAPICUT CARBIDES
1219,531583,RAP,RAP MEDIA
1220,541945,RANJEET,Ranjeet Mechatronics 
1221,532661,RML,RANE MADRAS
1222,505800,RANEHOLDIN,RANE HOLDINGS
1223,532988,RANEENGINE,RANE ENGINE VALVE
1224,532987,RBL*,RANE BRAKE LINING
1225,531228,RANDER,RANDER CORPORATION
1226,507490,RANASUG,RANA SUGARS
1227,530925,RAMSONS,RAMSONS PROJECTS
1228,532690,RAMSARUP,RAMSARUP INDUSTRIES
1229,533262,RAMKY,RAMKY INFRASTRUCTURE
1230,532527,RKFORGE,RAMKRISHNA FORGINGS
1231,530951,RAMINFO,RAMINFO 
1232,514223,RAMGOPOLY,RAMGOPAL POLYTEX
1233,532370,RAMCOSYS,RAMCO SYSTEMS
1234,532369,RAMCOIND,RAMCO INDUSTRIES
1235,538540,RLFL,Ramchandra Leasing Finance 
1236,515127,RAMASIGNS,Ramasigns Industries 
1237,523289,RAMAVISION,RAMA VISION
1238,539309,RAMASTEEL,Rama Steel Tubes 
1239,524037,RAMAPHO,RAMA PHOSPHATES
1240,500358,RAMAPETRO,RAMA PETROCHEMICALS
1241,500357,RAMAPPRB,RAMA PAPER MILLS
1242,522281,RAMRAT,RAM RATNA WIRES
1243,500355,RALLIS,RALLIS INDIA
1244,500354,RAJSREESUG,RAJSHREE SUGARS CHEMICALS
1245,517522,RAJGLOWIR,RAJRATAN GLOBAL WIRE
1246,539090,RAJPUTANA,Rajputana Investment and Finance 
1247,522257,RAJOOENG,RAJOO ENGINEERS
1248,541601,RAJNISH,Rajnish Wellness 
1249,513369,RJKMRFR,RAJKUMAR FORGE
1250,539495,RAJKOTINV,Rajkot Investment Trust 
1251,514028,RAJKSYN,RAJKAMAL SYNTHETICS
1252,526823,RAJINFRA,Rajeswari Infrastructure 
1253,531500,RAJESHEXPO,RAJESH EXPORTS
1254,526662,ARENTERP,RAJDARSHAN INDUSTRIES
1255,507962,RAJATH,Rajath Finance 
1256,530253,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO
1257,506975,RAJSPTR,RAJASTHAN PETRO SYNTHETICS
1258,538707,RCCL,Rajasthan Cylinders Containers 
1259,532503,RAJPALAYAM,RAJAPALAYAM MILLS
1260,503127,RAJABAH,RAJA BAHADUR INTERNATIONAL
1261,532826,RAJTV,RAJ TELEVISION NETWORK
1262,530699,RAJRAYON,Raj Rayon Industries 
1263,530111,RAJPACK,RAJ PACKAGING INDUSTRIES
1264,533093,RAJOIL,RAJ OIL MILLS
1265,531694,RAINBOWF,RAINBOW FOUNDATIONS
1266,532441,RAINBOWDQ,RAINBOW DENIM
1267,500339,RAIN,Rain Industries 
1268,542649,RVNL,Rail Vikas Nigam 
1269,540270,RAIDEEPIND,Raideep Industries 
1270,514316,RAGHUSYN,RAGHUVIR SYNTHETICS
1271,538921,RAFL,Raghuvansh Agrofarms 
1272,531552,RAGHUTOB,RAGHUNATH TOBACCO CO
1273,526813,RAGHUNAT,RAGHUNATH INTERNATIONAL
1274,539837,RPEL,Raghav Productivity Enhancers 
1275,531412,RADIXIND,Radix Industries India 
1276,532497,RADICO,RADICO KHAITAN
1277,540125,RADHIKAJWE,Radhika Jeweltech 
1278,539814,RADHEY,Radhey Trade Holding 
1279,531273,RADHEDE,RADHE DEVELOPERS INDIA
1280,539673,RCL,Radhagobind Commercial 
1281,532692,RMCL,RADHA MADHAV CORPORATION
1282,590070,RADAAN,RADAAN MEDIAWORKS I
1283,520073,RACLGEAR,RACL Geartech 
1284,524502,RAAJMEDI,RAAJ MEDISAFE INDIA
1285,532735,RSYSTEMINT,R Systems International 
1286,536456,RJBIOTECH,R J BioTech 
1287,539515,QUINT,Quint Digital Media 
1288,539678,QUICKHEAL,Quick Heal Technologies 
1289,535719,QUEST,Quest Softech India 
1290,539978,QUESS,Quess Corp 
1291,538452,QUASAR,Quasar India 
1292,590110,QNIFTY,QUANTUM MUTUAL FUND QUANTUM INDEX FUND ETF
1293,530281,QUANTDIA,QUANTUM DIGITAL VISION INDIA
1294,538596,QUANTBUILD,Quantum BuildTech 
1295,511116,QUADRANT,Quadrant Televentures 
1296,538646,QGO,QGO Finance 
1297,534109,PYXISFIN,Pyxis Finvest 
1298,536659,PVVINFRA,PVV Infra 
1299,532689,PVR,PVR
1300,538647,PURSHOTTAM,Purshottam Investofin 
1301,540159,PURPLE,Purple Entertainment 
1302,538993,PUROHITCON,Purohit Construction 
1303,523315,PURITY,PURITY FLEX PACK
1304,532891,PURVA,Puravankara 
1305,533295,PSB,PUNJAB SIND BANK
1306,532461,PNB,PUNJAB NATIONAL BANK
1307,500346,PUNJCOMMU,PUNJAB COMMUNICATIONS
1308,506618,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION
1309,506852,PACL,PUNJAB ALKALIES CHEMICALS
1310,532693,PUNJLLOYD,PUNJ LLOYD
1311,512099,PUNITCO,PUNIT COMMERCIALS
1312,512461,PUNCTRD,PUNCTUAL TRADING
1313,512591,PULSRIN,PULSAR INTERNATIONAL
1314,539785,PDMJEPAPER,Pudumjee Paper Products 
1315,509220,PTL,PTL ENTERPRISES
1316,539006,PTCIL,PTC Industries 
1317,533344,PFS,PTC INDIA FINANCIAL SERVICES
1318,532524,PTC,PTC INDIA
1319,540544,PSPPROJECT,PSP Projects 
1320,534675,PROZONINTU,Prozone Intu Properties 
1321,540703,PROVESTSER,Provestment Services 
1322,526494,PROMACT,Promact Impex 
1323,531265,PROGREXV,Progrex Ventures 
1324,500459,PGHH,PROCTER GAMBLE HYGIENE HEALTH CARE
1325,500126,PGHL,Procter Gamble Health 
1326,511557,PROFINC,PRO FIN CAPITAL SERVICES
1327,524580,PRIYALT,PRIYA
1328,530117,PRIVISCL,Privi Speciality Chemicals 
1329,532387,PNC,PRITISH NANDY COMMUNICATIONS
1330,539359,PRITIKAUTO,Pritika Auto Industries 
1331,531688,PRITHVIEXCH,Prithvi Exchange India 
1332,501314,PRISMX,Prismx Global Ventures 
1333,512217,PRISMMEDI,PRISM MEDICO AND PHARMACY
1334,500338,PRSMJOHNSN,Prism Johnson 
1335,531735,PRISMFN,PRISM FINANCE
1336,542907,PRINCEPIPE,Prince Pipes and Fittings 
1337,521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA
1338,500337,PRIMESECU,PRIME SECURITIES
1339,530695,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION
1340,519299,PRIMIND,PRIME INDUSTRIES
1341,540404,PRIMEFRESH,Prime Fresh 
1342,532748,PFOCUS,PRIME FOCUS
1343,530589,PRIMAPLA,PRIMA PLASTICS
1344,531246,PRIMAIN,PRIMA INDUSTRIES
1345,519262,PRIMAGR,PRIMA AGRO
1346,540293,PRICOLLTD,Pricol 
1347,533274,PRESTIGE,PRESTIGE ESTATES PROJECTS
1348,509077,PRESSMN,Pressman Advertising 
1349,531802,PRERINFRA,PRERNA INFRABUILD
1350,509835,PREMSYN,PREMIER SYNTHETICS
1351,514354,PREMIERPOL,PREMIER POLYFILM
1352,513291,PREMPIPES,PREMIER PIPES
1353,526247,PREMEXPLQ,PREMIER EXPLOSIVES
1354,500540,PREMIER,PREMIER
1355,530331,PREMCO,PREMCO GLOBAL
1356,530669,PRESOFI,PREM SOMANI FINANCIAL SERVICES
1357,523539,PRECWIRE,PRECISION WIRES INDIA
1358,517258,PRECISIO,PRECISION ELECTRONICS
1359,523874,PRECISION,PRECISION CONTAINEURS
1360,539636,PRECAM,Precision Camshafts 
1361,506107,PRECTRA,PRECIOUS TRADING INVESTMENTS
1362,540901,PRAXIS,Praxis Home Retail 
1363,531637,PRAVEG,Praveg Communications India 
1364,531257,PRATIKSH,PRATIKSHA CHEMICALS
1365,526490,PRATIK,PRATIK PANELS
1366,540724,DIAMONDYD,Prataap Snacks 
1367,519014,PRSNTIN,PRASHANT INDIA
1368,531172,PRANAVSP,PRANAVADITYA SPINNING MILLS
1369,531437,PWASML,Prakash Woollen Synthetic Mills 
1370,533239,PRAKASHSTL,PRAKASH STEELAGE
1371,542684,PPL,Prakash Pipes 
1372,506022,PRAKASH,PRAKASH INDUSTRIES
1373,531746,PRAENG,PRAJAY ENGINEERS SYNDICATE
1374,522205,PRAJIND,PRAJ INDUSTRIES
1375,500192,PRAGBOS,PRAG BOSIMI SYNTHETICS
1376,533178,PRADIP,Pradip Overseas 
1377,530095,PRADHIN,Pradhin 
1378,513532,PRADPME,PRADEEP METALS
1379,540027,PTIL,Prabhat Technologies India 
1380,539351,PRABHAT,Prabhat Dairy 
1381,532934,PPAP,PPAP Automotive 
1382,539302,POWERMECH,Power Mech Projects 
1383,532898,POWERGRID,POWER GRID CORPORATION OF INDIA
1384,532810,PFC,POWER FINANCE CORPORATION
1385,532933,PORWAL,PORWAL AUTO COMPONENTS
1386,531870,POPULARES,POPULAR ESTATE MANAGEMENT
1387,519359,POONADAL,POONA DAL OIL INDUSTRIES
1388,540727,POOJA,Poojawestern Metaliks 
1389,532011,POOJAENT,POOJA ENTERTAINMENT AND FILMS
1390,532460,PONNIERODE,PONNI SUGARS ERODE
1391,532626,PONDYOXIDE,PONDY OXIDES CHEMICALS
1392,512481,POLYTEX,POLYTEX INDIA
1393,539354,POLYSPIN,Polyspin Exports 
1394,524051,POLYPLEX,POLYPLEX CORPORATION
1395,526043,POLYCHMP,POLYMECHPLAST MACHINES
1396,537573,POLYMAC,Polymac Thermoformers 
1397,531454,POLYLINK,POLYLINK POLYMERS INDIA
1398,531397,POLYCON,POLYCON INTERNATIONAL
1399,506605,POLYCHEM,POLYCHEM
1400,542652,POLYCAB,Polycab India 
1401,531768,POLYMED,POLY MEDICURE
1402,507645,POLSON,POLSON
1403,540717,PQIF,Polo Queen Industrial and Fintech 
1404,526687,POLOHOT,POLO HOTELS
1405,532486,POKARNA,POKARNA
1406,524570,PODARPIGQ,PODDAR PIGMENTS
1407,523628,PODDAR,Poddar Housing and Development 
1408,539195,POEL,POCL Enterprises 
1409,539150,PNCINFRA,PNC Infratech 
1410,540173,PNBHOUSING,PNB Housing Finance 
1411,532366,PNBGILTS,PNB GILTS
1412,513403,PMTELELIN,PMTELELINNKS
1413,534060,PMCFIN,PMC Fincorp 
1414,523648,PLASTIBLEN,PLASTIBLENDS INDIA
1415,523105,ZPPOLYSA,PLANTER POLYSACKS
1416,500333,PIXTRANS,PIX TRANSMISSIONS
1417,513519,PITTIENG,Pitti Engineering 
1418,530683,PITHP,PITHAMPUR POLY PRODUCTS
1419,500302,PEL,PIRAMAL ENTERPRISES
1420,507864,PIONRINV,PIONEER INVESTCORP
1421,514300,PIONEEREMB,PIONEER EMBROIDERIES
1422,531879,PIONDIST,PIONEER DISTILLERIES
1423,519439,PIONAGR,PIONEER AGRO EXTRACTS
1424,539883,PILANIINVS,Pilani Investment and Industries Corporation 
1425,500327,PILITA,Pil Italica Lifestyle 
1426,500331,PIDILITIND,PIDILITE INDUSTRIES
1427,532355,PICTUREHS,PICTUREHOUSE MEDIA
1428,507498,PICCASUG,PICCADILY SUGAR ALLIED INDUSTRIES
1429,530305,PICCADIL,PICCADILY AGRO INDUSTRIES
1430,523642,PIIND,PI Industries 
1431,524808,PHYTO,PHYTO CHEM INDIA
1432,526588,PHOTOQUP,PHOTOQUIP INDIA
1433,509084,PHOTON,PHOTON CAPITAL ADVISORS
1434,537839,PHOENIXTN,Phoenix Township 
1435,526481,PHOENXINTL,PHOENIX INTERNATIONAL
1436,506590,PHILIPCARB,PHILLIPS CARBON BLACK
1437,524572,PHARMAID,PHARMAIDS PHARMACEUTICALS
1438,523620,PHRMASI,PHAARMASIA
1439,512026,PHTRADING,PH TRADING
1440,500143,PHCAP,PH CAPITAL
1441,531281,PGINDST,PG INDUSTRY
1442,526747,PGFOILQ,PG FOILS
1443,533581,PGEL,PG ELECTROPLAST
1444,500680,PFIZER,PFIZER
1445,532522,PETRONET,PETRONET LNG
1446,517172,PERVASIVE,Pervasive Commodities 
1447,533179,PERSISTENT,PERSISTENT SYSTEMS
1448,504132,PERMAGN,PERMANENT MAGNETS
1449,526435,PERFEPA,PERFECTPAC
1450,521062,OCTAVE,PerfectOctave Media Projects 
1451,501144,PEOPLIN,PEOPLES INVESTMENTS
1452,524210,PNTKYOR,PENTOKEY ORGANY INDIA
1453,513228,PENIND,PENNAR INDUSTRIES
1454,503031,PENINLAND,PENINSULA LAND
1455,531352,PEETISEC,PEETI SECURITIES
1456,524136,PCCOSMA,PEE CEE COSMA SOPE
1457,539273,PECOS,Pecos Hotels and Pubs 
1458,523260,PEARLPOLY,PEARL POLYMERS
1459,532808,PGIL,Pearl Global Industries 
1460,538730,PDSMFL,PDS Multinational Fashions 
1461,517119,PCS,PCS TECHNOLOGY
1462,534809,PCJEWELLER,PC JEWELLER
1463,514087,PBMPOLY,PBM POLYTEX
1464,504335,PAZEL,Pazel International 
1465,532742,PAUSHAKLTD,PAUSHAK
1466,539113,PML,Paul Merchants 
1467,514326,PATSPINLTD,PATSPIN INDIA
1468,524031,PATIDAR,Patidar Buildcon 
1469,517417,PATELSAI,PATELS AIRTEMP INDIA
1470,526381,PATINTLOG,PATEL INTEGRATED LOGISTICS
1471,531120,PATELENG,PATEL ENGINEERING
1472,539401,PJL,Patdiam Jewellery 
1473,503092,PASUSPG,PASUPATI SPG WVGMILLS
1474,500456,PASUPTAC,PASUPATI ACRYLON
1475,521080,PASARI,PASARI SPINNING MILLS
1476,541347,PARVATI,Parvati Sweetners and Power 
1477,526349,PARTIND,Parth Industries 
1478,532780,PARSVNATH,PARSVNATH DEVELOPERS
1479,511176,PARSHWANA,PARSHWANATH CORPORATION
1480,542694,PARSHVA,Parshva Enterprises 
1481,511702,PARSHINV,PARSHARTI INVESTMENT
1482,506128,PARNAXLAB,PARNAX LAB
1483,540467,PARMSILK,Parmeshwari Silk Mills 
1484,540359,PARMAX,Parmax Pharma 
1485,532911,PARLEIND,Parle Industries 
1486,524628,PARKERAC,PARKER AGROCHEM EXPORTS
1487,539481,PARIKSHA,Pariksha Fin Invest Lease 
1488,507970,PARMCOSB,PARAMOUNT COSMETICS INDIA
1489,530555,PARACABLES,PARAMOUNT COMMUNICATIONS
1490,531364,PARAMONE,Paramone Concepts 
1491,531255,PARAGONF,PARAGON FINANCE
1492,539889,PARAGMILK,Parag Milk Foods 
1493,533211,PARABDRUGS,Parabolic Drugs 
1494,530291,PAOS,Paos Industries 
1495,539143,PANTH,Panth Infinity 
1496,539469,PANORAMA,Panorama Studios International 
1497,531280,PANKAJPO,PANKAJ POLYMERS
1498,506122,PANKAJPIYUS,Pankaj Piyush Trade Investment 
1499,531726,PANCHSHEEL,PANCHSHEEL ORGANICS
1500,513511,PANCHMAHQ,PANCHMAHAL STEEL
1501,504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY
1502,508941,PANCARBON,PANASONIC CARBON INDIA CO
1503,524820,PANAMAPET,PANAMA PETROCHEM
1504,538860,PANAFIC,Panafic Industrials 
1505,538742,PANACHE,Panache Innovations 
1506,531349,PANACEABIO,PANACEA BIOTEC
1507,511525,PANINDIAC,PAN INDIA CORPORATION
1508,517397,PANELEC,PAN ELECTRONICS INDIA
1509,511597,PALSOFT,PALSOFT INFOSYSTEMS
1510,532521,PALRED,Palred Technologies 
1511,541444,PALMJEWELS,Palm Jewels 
1512,539121,PALCO,Palco Metals 
1513,540648,PALASHSEC,Palash Securities 
1514,532900,PAISALO,Paisalo Digital 
1515,532827,PAGEIND,PAGE INDUSTRIES
1516,517230,PAEL,PAE
1517,526905,PADMAIND,Padmanabh Industries 
1518,532350,PADMALAYAT,PADMALAYA TELEFILMS
1519,531395,PADAMCO,PADAM COTTON YARNS
1520,523483,PACIFICI,PACIFIC INDUSTRIES
1521,523862,PIFL,Pacheli Industrial Finance 
1522,539291,OZONEWORLD,Ozone World 
1523,530741,OVOBELE,OVOBEL FOODS
1524,514330,OBRSESY,OVERSEAS SYNTHETICS
1525,523151,OTCO,OTCO INTERNATIONAL
1526,514460,OSWAYRN,OSWAL YARNS
1527,531065,OSWALOR,OSWAL OVERSEAS
1528,509099,OSWALEA,OSWAL LEASING
1529,539290,BINDALAGRO,Oswal Greentech 
1530,500317,OSWALAGRO,OSWAL AGRO MILLS
1531,540198,OSIAJEE,Osiajee Texfab 
1532,509782,OSEASPR,OSEASPRE CONSULTANTS
1533,530173,OSCARGLO,OSCAR GLOBAL
1534,539287,ORTINLAABS,Ortin Laboratories 
1535,539015,ORTEL,Ortel Communications 
1536,531626,OROSMITHS,OROSIL SMITHS INDIA
1537,590086,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY
1538,541206,OBCL,Orissa Bengal Carrier 
1539,531859,ORVENPR,ORIENTAL VENEER PRODUCTS
1540,532817,ORIENTALTL,ORIENTAL TRIMEX
1541,500314,ORIENTHOT,ORIENTAL HOTELS
1542,506579,ORIENTCQ,ORIENTAL CARBON CHEMICALS
1543,500078,OAL,Oriental Aromatics 
1544,531512,ORIENTTR,ORIENT TRADELINK
1545,534076,ORIENTREF,ORIENT REFRACTORIES
1546,526325,ORIENTLTD,ORIENT PRESS
1547,502420,ORIENTPPR,ORIENT PAPER INDUSTRIES
1548,533263,GREENPOWER,ORIENT GREEN POWER COMPANY
1549,541301,ORIENTELEC,Orient Electric 
1550,535754,ORIENTCEM,Orient Cement 
1551,507690,ORIBEVER,ORIENT BEVERAGES
1552,530365,ORIENTBELL,ORIENT BELL 
1553,504879,ORIENTABRA,ORIENT ABRASIVES
1554,513121,ORICON,ORICON ENTERPRISES
1555,531157,ORGCOAT,ORGANIC COATINGS
1556,524372,ORCHIDPHAR,Orchid Pharma 
1557,512626,ORBTEXP,ORBIT EXPORTS
1558,532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE
1559,539598,ORACLECR,Oracle Credit 
1560,532391,OPTOCIRCUI,OPTO CIRCUITS INDIA
1561,531254,OPTIFIN,Optimus Finance 
1562,530135,OPTIEMUS,Optiemus Infracom 
1563,517536,ONWARDTEC,ONWARD TECHNOLOGIES
1564,540386,ONTIC,Ontic Finserve 
1565,532944,ONMOBILE,OnMobile Global
1566,530805,OIVL,Onesource Ideas Venture 
1567,533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS
1568,532340,OMNIAX,OMNI AXS SOFTWARE
1569,531496,OMKAR,OMKAR OVERSEAS
1570,532880,OMAXE,OMAXE
1571,520021,OMAXAUTO,OMAX AUTOS
1572,538537,OMANSH,Omansh Enterprises 
1573,531092,OMMETALS,OM METALS INFRAPROJECTS
1574,507609,OLYOI,OLYMPIC OIL INDUSTRIES
1575,534190,OLPCL,OLYMPIC CARDS
1576,521105,OLYMPTX,OLYMPIA INDUSTRIES
1577,532439,OLECTRA,Olectra Greentech 
1578,526415,OKPLA,OK PLAY INDIA
1579,533106,OIL,OIL INDIA
1580,500312,ONGC,Oil and Natural Gas Corporation 
1581,530175,ODYSSEY,ODYSSEY TECHNOLOGIES
1582,531996,ODYCORP,ODYSSEY CORPORATION
1583,540416,OCTAWARE,Octaware Technologies 
1584,542938,OCTAVIUSPL,Octavius Plantations 
1585,538894,OCTAL,Octal Credit Capital 
1586,533008,OISL,OCL IRON AND STEEL
1587,540405,OCEANIC,Oceanic Foods 
1588,538019,OBIL,Oceanaa Biotek Industries 
1589,535657,OONE,OBJECTONE INFORMATION SYSTEMS
1590,533273,OBEROIRLTY,OBEROI REALTY
1591,512489,OASISEC,OASIS SECURITIES
1592,539116,OPCHAINS,O P Chains 
1593,504378,NYSSACORP,Nyssa Corporation 
1594,500189,NXTDIGITAL,Nxtdigital 
1595,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA
1596,530219,NUTRICIRCLE,Nutricircle 
1597,524764,NUTRA,Nutraplus India 
1598,531304,NUTECGLOB,NUTECH GLOBAL
1599,531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS
1600,532555,NTPC,NTPC
1601,526723,NTCIND,NTC INDUSTRIES
1602,530367,NRBBEARING,NRB BEARINGS
1603,516082,NRAGRINDQ,NRAGARWAL INDUSTRIES
1604,530127,NPRFIN,NPR FINANCE
1605,542771,NOVATEOR,Novateor Research Laboratories 
1606,500672,NOVARTIND,NOVARTIS INDIA
1607,530733,NOVAPUB,Nova Publications India 
1608,513566,NOVIS,NOVA IRON STEEL
1609,531465,NOUVEAU,NOUVEAU GLOBAL VENTURES
1610,539110,NORTHLINK,Northlink Fiscal and Capital Services 
1611,542628,NSL,Northern Spirits 
1612,508924,NORTHPR,NORTHERN PROJECTS
1613,534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION
1614,524414,NORRIS,NORRIS MEDICINES
1615,532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY
1616,500730,NOCIL,NOCIL
1617,522289,NMSRESRC,NMS Resources Global 
1618,526371,NMDC,NMDC
1619,513683,NLCINDIA,NLC India 
